horizon,Model,Escalation,Quad,Goldstein,CAMEO,Average
1 month,Base specification,0.06593547668341326,0.01580593091082194,-0.008469607315582661,0.026819750900039185,3.5635286544244416e-4
1 month,Terminal nodes,0.0680470868541273,0.014169089853301342,-0.010837327393664609,0.017746766891774124,-0.0037533795343462906
1 month,Sample size,0.06331309353427528,0.014191949590271258,-0.03484499716904044,0.03854445731180167,0.003103355692166354
1 month,Trees per forest,0.0619089188847981,0.016066874489546135,-0.007977531781017011,0.019472015117099506,0.0015465720268615923
1 month,Training/test sets 1,0.08770922421012284,0.020623445531459117,-0.0020924542621142406,0.020577019742198055,0.0010308072416322922
1 month,Training/test sets 2,0.06555211483722878,0.022448178026496235,-0.009869850548802406,0.018204922685242764,0.0037183338773900676
1 month,Training/test sets 3,0.08215310680317056,0.019910136326419026,-0.013797712886947311,0.01978099200778949,0.013009825805489261
1 month,Coding of DV 1,0.06628671195477165,0.015043404134200022,-0.0077484295854254315,0.02561617845266595,0.0021329306732971176
1 month,Coding of DV 2,0.1224419811448938,-0.016164212620703333,0.04188018237565838,-0.016931631123233926,0.005804244383278201
6 months,Base specification,0.05186811654038703,-0.012701333434730677,-0.011309231544882836,-0.014510506548185864,-0.02183561007975854
6 months,Terminal nodes,0.024242192340950597,-0.016233684546759775,-0.009072096386737338,-0.01981271690748998,-0.015582952161041996
6 months,Sample size,0.05146173060949666,0.002308756165789738,-0.016829384462262675,-0.010315631827535587,-0.03265643171527688
6 months,Trees per forest,0.05224718055391153,-0.011555224088265703,-0.01004443410574496,-0.01809774799971342,-0.021856528838639533
6 months,Training/test sets 1,0.04635896777351689,-0.021148856542975936,-0.010950748552842393,-0.017542845472035773,-0.024388463443103414
6 months,Training/test sets 2,0.032004462513244736,-0.009213986979634381,-0.01625811785376219,-0.014886937030640146,-0.018895637495980666
6 months,Training/test sets 3,0.02731978184315076,-0.017119470958247174,-0.028425157830714642,-0.03569946661339907,-0.022207910287845745
6 months,Coding of DV 1,0.052917401733359015,-0.015230265373360585,-0.00941238038447112,-0.007291105176956081,-0.015967926903117102
6 months,Coding of DV 2,0.030715676644691547,-0.005741998886495958,-0.014442348285743534,-0.015191233975131113,-0.019666394607487203
